author,data
['Isabel S. Paterson'],Result for ['Isabel S. Paterson']
['Pat Trefzger Overbeck'],Result for ['Pat Trefzger Overbeck']
['JOANNA BELLIS'],Result for ['JOANNA BELLIS']
['Catherine Dille'],Result for ['Catherine Dille']
['Frederick G. Ribble'],Result for ['Frederick G. Ribble']
['William L. Andrews'],Result for ['William L. Andrews']
['Godfrey Lienhardt'],Result for ['Godfrey Lienhardt']
['Luke Seaber'],Result for ['Luke Seaber']
['TRAVIS WORKMAN'],Result for ['TRAVIS WORKMAN']
 paget toynbee,Result for  paget toynbee
['Chester L. Shaver'],Result for ['Chester L. Shaver']
['Victor Skretkowicz'],Result for ['Victor Skretkowicz']
['Robert D. Mayo'],Result for ['Robert D. Mayo']
 beth palmer,Result for  beth palmer
['G. Turville-Petre'],Result for ['G. Turville-Petre']
['P. Davison'],Result for ['P. Davison']
['Markus Zisselsberger'],Result for ['Markus Zisselsberger']
['Joseph Acquisto'],Result for ['Joseph Acquisto']
['Paola Benincà'],Result for ['Paola Benincà']
['David Arbesú'],Result for ['David Arbesú']
['Stefan M. Pugh'],Result for ['Stefan M. Pugh']
['GREGORY TATE'],Result for ['GREGORY TATE']
 ann shukman,Result for  ann shukman
['Bruce Barker-Benfield'],Result for ['Bruce Barker-Benfield']
['Julia Gasper'],Result for ['Julia Gasper']
['F. L. Critchlow'],Result for ['F. L. Critchlow']
['A. A. Mandal'],Result for ['A. A. Mandal']
['Claudia Bernardi'],Result for ['Claudia Bernardi']
['Sherman Hawkins'],Result for ['Sherman Hawkins']
['Alan Nadel'],Result for ['Alan Nadel']
['David Shusterman'],Result for ['David Shusterman']
['Edgar C. Knowlton'],Result for ['Edgar C. Knowlton']
['Laura Bieger'],Result for ['Laura Bieger']
['Carl Lavery'],Result for ['Carl Lavery']
['Henry W. Knepler'],Result for ['Henry W. Knepler']
['Richard Bridgman'],Result for ['Richard Bridgman']
['M. J. Barnett'],Result for ['M. J. Barnett']
 j m sinclair,Result for  j m sinclair
['Anne D. Wallace'],Result for ['Anne D. Wallace']
 gloria cigman,Result for  gloria cigman
['Gyan Prakash'],Result for ['Gyan Prakash']
['Mary Garland'],Result for ['Mary Garland']
['Alison Chapman'],Result for ['Alison Chapman']
['R. W. Dent'],Result for ['R. W. Dent']
['Jeff Opland'],Result for ['Jeff Opland']
['Christine Chism'],Result for ['Christine Chism']
['P. A.'],Result for ['P. A.']
['MARIO ORTIZ-ROBLES'],Result for ['MARIO ORTIZ-ROBLES']
['Stephen Schryer'],Result for ['Stephen Schryer']
['Geo. Winchester Stone Jr.'],Result for ['Geo. Winchester Stone Jr.']
 jean h hagstrum,Result for  jean h hagstrum
['Marilyn Robinson Waldman'],Result for ['Marilyn Robinson Waldman']
['J. L. Brooks'],Result for ['J. L. Brooks']
['G. Thomas Tanselle'],Result for ['G. Thomas Tanselle']
['Charles Edelman'],Result for ['Charles Edelman']
['M. Yardley'],Result for ['M. Yardley']
['Lawrence Mason'],Result for ['Lawrence Mason']
 linda zerilli,Result for  linda zerilli
['Gordon R. Silber'],Result for ['Gordon R. Silber']
['Marie E. Lein'],Result for ['Marie E. Lein']
['José Alberich'],Result for ['José Alberich']
['Brain Vickers'],Result for ['Brain Vickers']
 rubén gallo,Result for  rubén gallo
['Emma Kate Armstrong'],Result for ['Emma Kate Armstrong']
['Theophilus D. Hall'],Result for ['Theophilus D. Hall']
['Anna Mary Wells'],Result for ['Anna Mary Wells']
['Suvir Kaul'],Result for ['Suvir Kaul']
['Haskell Fain'],Result for ['Haskell Fain']
['Stephen Hamrick'],Result for ['Stephen Hamrick']
['Aubrey Williams'],Result for ['Aubrey Williams']
['JOSEPH LUZZI'],Result for ['JOSEPH LUZZI']
['William LeFanu'],Result for ['William LeFanu']
['Stephen Watt'],Result for ['Stephen Watt']
['Henry W. Sams'],Result for ['Henry W. Sams']
['David Bromwich'],Result for ['David Bromwich']
['Sherry L. Reames'],Result for ['Sherry L. Reames']
['L. A. Beaurline'],Result for ['L. A. Beaurline']
['A. N. Doane'],Result for ['A. N. Doane']
['R. Vleeskruyer'],Result for ['R. Vleeskruyer']
['H. L. Rogers'],Result for ['H. L. Rogers']
['Dorothy Stephens'],Result for ['Dorothy Stephens']
['E. Weekley'],Result for ['E. Weekley']
['Jerry Root'],Result for ['Jerry Root']
['Victor E. Albright'],Result for ['Victor E. Albright']
['Michael Seabrook'],Result for ['Michael Seabrook']
['R. A. Cardwell'],Result for ['R. A. Cardwell']
['Kingsley Amis'],Result for ['Kingsley Amis']
['Gordon Millan'],Result for ['Gordon Millan']
['John Wesley'],Result for ['John Wesley']
['Nicholas McDowell'],Result for ['Nicholas McDowell']
['Lydia Baer'],Result for ['Lydia Baer']
['Max J. Wolff'],Result for ['Max J. Wolff']
['Mary Kay Norseng'],Result for ['Mary Kay Norseng']
['David Wallace Spielman'],Result for ['David Wallace Spielman']
['Janet Beer'],Result for ['Janet Beer']
['Graham J. Matthews'],Result for ['Graham J. Matthews']
['Garland H. Cannon'],Result for ['Garland H. Cannon']
['MARTIN BUTLER'],Result for ['MARTIN BUTLER']
['Charlotte E. Crawford'],Result for ['Charlotte E. Crawford']
['Jennifer L. Sisk'],Result for ['Jennifer L. Sisk']
['Isobel Armstrong'],Result for ['Isobel Armstrong']
['Anne Drury Hall'],Result for ['Anne Drury Hall']
['Corinne Rickert'],Result for ['Corinne Rickert']
['Désireé Hirst'],Result for ['Désireé Hirst']
['Graham Clarke'],Result for ['Graham Clarke']
['James E. Cronin'],Result for ['James E. Cronin']
['Robert Priebsch'],Result for ['Robert Priebsch']
['Andrew Hunwick'],Result for ['Andrew Hunwick']
['David Buchan'],Result for ['David Buchan']
['Fred Schurink'],Result for ['Fred Schurink']
['Gregory Orr'],Result for ['Gregory Orr']
['Arthur Ganz'],Result for ['Arthur Ganz']
['Frank Higman'],Result for ['Frank Higman']
['Regina Buccola'],Result for ['Regina Buccola']
 robert d hume,Result for  robert d hume
['George Otto Seiver'],Result for ['George Otto Seiver']
['Ronald Sutherland'],Result for ['Ronald Sutherland']
 j fk,Result for  j fk
['Peter Holland'],Result for ['Peter Holland']
['Philippe Alméras'],Result for ['Philippe Alméras']
['WENDY ANNE LEE'],Result for ['WENDY ANNE LEE']
['Evelyn Jamison'],Result for ['Evelyn Jamison']
 w j e,Result for  w j e
 t a jenkins,Result for  t a jenkins
['Alfred Maurice Galpin'],Result for ['Alfred Maurice Galpin']
 david hook,Result for  david hook
['Justin Beplate'],Result for ['Justin Beplate']
['John Wilkinson'],Result for ['John Wilkinson']
['Helen Brown'],Result for ['Helen Brown']
['Rogelio Miñana'],Result for ['Rogelio Miñana']
['Carlos Castillo'],Result for ['Carlos Castillo']
['Francis W. Palmer'],Result for ['Francis W. Palmer']
['Joan Dayan'],Result for ['Joan Dayan']
['Jan B. Gordon'],Result for ['Jan B. Gordon']
['Justin Steinberg'],Result for ['Justin Steinberg']
['William F. Hunter'],Result for ['William F. Hunter']
 eugène a joliat,Result for  eugène a joliat
['Christine Ferguson'],Result for ['Christine Ferguson']
['June Sturrock'],Result for ['June Sturrock']
['Graham Harman'],Result for ['Graham Harman']
['Byron Gassman'],Result for ['Byron Gassman']
['Estelle Stubbs'],Result for ['Estelle Stubbs']
['Leticia Villamediana González'],Result for ['Leticia Villamediana González']
['Richard Towell'],Result for ['Richard Towell']
['Louis T. Milic'],Result for ['Louis T. Milic']
['P. H. Breitenstein'],Result for ['P. H. Breitenstein']
['Samera Esmeir'],Result for ['Samera Esmeir']
['BONNIE LATIMER'],Result for ['BONNIE LATIMER']
['Francis E. Sandbach'],Result for ['Francis E. Sandbach']
['Dewey W. Hall'],Result for ['Dewey W. Hall']
['Anne Curry'],Result for ['Anne Curry']
['David K. Danow'],Result for ['David K. Danow']
['Margaret Jubb'],Result for ['Margaret Jubb']
['Jarold W. Ramsey'],Result for ['Jarold W. Ramsey']
['Oskar Seidlin'],Result for ['Oskar Seidlin']
['D. C. Cabeen'],Result for ['D. C. Cabeen']
['James McFarlane'],Result for ['James McFarlane']
['Caron Ann Cioffi'],Result for ['Caron Ann Cioffi']
['Dom Holdaway'],Result for ['Dom Holdaway']
['Glenn W. Most'],Result for ['Glenn W. Most']
['Patricia Clements'],Result for ['Patricia Clements']
['Olga W. Vickery'],Result for ['Olga W. Vickery']
['Peter Shillingsburg'],Result for ['Peter Shillingsburg']
['David V. Mason'],Result for ['David V. Mason']
['J. C. Davies'],Result for ['J. C. Davies']
['Claire Warwick'],Result for ['Claire Warwick']
['Cary Wolfe'],Result for ['Cary Wolfe']
['William Nelson'],Result for ['William Nelson']
['Brook Thomas'],Result for ['Brook Thomas']
['Zacharias P. Thundy'],Result for ['Zacharias P. Thundy']
['ORIETTA DA ROLD'],Result for ['ORIETTA DA ROLD']
['M. P. Chappell'],Result for ['M. P. Chappell']
['Theodore A. Stroud'],Result for ['Theodore A. Stroud']
['Hugh Kenner'],Result for ['Hugh Kenner']
['Anthony C. Yu'],Result for ['Anthony C. Yu']
['Robert Thomas'],Result for ['Robert Thomas']
['Corin Corley'],Result for ['Corin Corley']
['William J. Sowder'],Result for ['William J. Sowder']
"[""Daniel O'Quinn""]","Result for [""Daniel O'Quinn""]"
['Amy Schrager Lang'],Result for ['Amy Schrager Lang']
['Charles O. Hartman'],Result for ['Charles O. Hartman']
['CYNTHIA SCHEINBERG'],Result for ['CYNTHIA SCHEINBERG']
['Joanne Shattock'],Result for ['Joanne Shattock']
['GRACE MOORE'],Result for ['GRACE MOORE']
['Alistair Malcolm'],Result for ['Alistair Malcolm']
['Carol Sanders'],Result for ['Carol Sanders']
['Enrique Martínez-López'],Result for ['Enrique Martínez-López']
['DIANNE F. SADOFF'],Result for ['DIANNE F. SADOFF']
['Alan Stewart'],Result for ['Alan Stewart']
['Sander\xa0L. Gilman'],Result for ['Sander\xa0L. Gilman']
['James Fitzmaurice-Kelly'],Result for ['James Fitzmaurice-Kelly']
['Richard E. Schade'],Result for ['Richard E. Schade']
['John McCulloch'],Result for ['John McCulloch']
['Carlo Ginzburg'],Result for ['Carlo Ginzburg']
['Arnold Chapman'],Result for ['Arnold Chapman']
['Paul Hartle'],Result for ['Paul Hartle']
['Prudence King'],Result for ['Prudence King']
['Andrew Mattison'],Result for ['Andrew Mattison']
['Marie-Rose Carré'],Result for ['Marie-Rose Carré']
['RITA FELSKI'],Result for ['RITA FELSKI']
['Jean-Pierre Boulé'],Result for ['Jean-Pierre Boulé']
['Bianca Theisen'],Result for ['Bianca Theisen']
['SIMON WORKMAN'],Result for ['SIMON WORKMAN']
['Elaine Safer'],Result for ['Elaine Safer']
['Ian Duncan'],Result for ['Ian Duncan']
['Mary Waldron'],Result for ['Mary Waldron']
['JEAN MILLS'],Result for ['JEAN MILLS']
['Foster E. Guyer'],Result for ['Foster E. Guyer']
['Alfred Guzzetti'],Result for ['Alfred Guzzetti']
 achille mbembe,Result for  achille mbembe
['ALASTAIR BENNETT'],Result for ['ALASTAIR BENNETT']
['Louise Adey'],Result for ['Louise Adey']
['Matthew Little'],Result for ['Matthew Little']
['Elizabeth Jelliffe Macintire'],Result for ['Elizabeth Jelliffe Macintire']
['Katherine Little'],Result for ['Katherine Little']
['Amy J. Elias'],Result for ['Amy J. Elias']
['E. C. Evans'],Result for ['E. C. Evans']
['Scott DeShong'],Result for ['Scott DeShong']
['Mary Bryden'],Result for ['Mary Bryden']
['Louise K. Barnett'],Result for ['Louise K. Barnett']
['Jane K. Brown'],Result for ['Jane K. Brown']
['Pamela Knights'],Result for ['Pamela Knights']
['Andrea Noble'],Result for ['Andrea Noble']
['Roxann Wheeler'],Result for ['Roxann Wheeler']
['C. M. MacRobert'],Result for ['C. M. MacRobert']
['A. G. Solalinde'],Result for ['A. G. Solalinde']
['Dan Brayton'],Result for ['Dan Brayton']
['Patrick Cheney'],Result for ['Patrick Cheney']
['David Basker'],Result for ['David Basker']
['Ronald L. Bogue'],Result for ['Ronald L. Bogue']
 marie maclean,Result for  marie maclean
['Gerrit H. Roelofs'],Result for ['Gerrit H. Roelofs']
['D. M. Anderson'],Result for ['D. M. Anderson']
['Lucie Benchouiha'],Result for ['Lucie Benchouiha']
['Sarah Cardwell'],Result for ['Sarah Cardwell']
['Nicolas Shumway'],Result for ['Nicolas Shumway']
['Robert D. F. Pring-Mill'],Result for ['Robert D. F. Pring-Mill']
['STEVE MENTZ'],Result for ['STEVE MENTZ']
['Elisabeth W. Schneider'],Result for ['Elisabeth W. Schneider']
['Glen Levin Swiggett'],Result for ['Glen Levin Swiggett']
 michael hutcheon,Result for  michael hutcheon
['Julie Stone Peters'],Result for ['Julie Stone Peters']
['Friedrich Kittler'],Result for ['Friedrich Kittler']
['Simon Alderson'],Result for ['Simon Alderson']
['Valerie J. Worth'],Result for ['Valerie J. Worth']
['Douglas Grant'],Result for ['Douglas Grant']
['Jonathan P. Eburne'],Result for ['Jonathan P. Eburne']
['N. J. Ellis'],Result for ['N. J. Ellis']
['Julian North'],Result for ['Julian North']
['Andrew Motion'],Result for ['Andrew Motion']
['David Landreth'],Result for ['David Landreth']
['John E. Saveson'],Result for ['John E. Saveson']
['Frederic E. Faverty'],Result for ['Frederic E. Faverty']
 fred c robinson,Result for  fred c robinson
['Dorothy Richardson'],Result for ['Dorothy Richardson']
['Tom Dargan'],Result for ['Tom Dargan']
['Nick Treuherz'],Result for ['Nick Treuherz']
['Natalie Adamson'],Result for ['Natalie Adamson']
['W. K. Smart'],Result for ['W. K. Smart']
['M. H. Abrams'],Result for ['M. H. Abrams']
['Mark A. Wollaeger'],Result for ['Mark A. Wollaeger']
['Michael Levenson'],Result for ['Michael Levenson']
['J. W. Jeaffreson'],Result for ['J. W. Jeaffreson']
['Stuart Davis'],Result for ['Stuart Davis']
['Blake Allmendinger'],Result for ['Blake Allmendinger']
['Lyn Innes'],Result for ['Lyn Innes']
['J. R. Simpson'],Result for ['J. R. Simpson']
['Helen L. Tilly'],Result for ['Helen L. Tilly']
['Jane Tibbetts Schulenburg'],Result for ['Jane Tibbetts Schulenburg']
['Marat Grinberg'],Result for ['Marat Grinberg']
['S. Irving Stone'],Result for ['S. Irving Stone']
['Paul Passy'],Result for ['Paul Passy']
['G. Schaaffs'],Result for ['G. Schaaffs']
['Ranajit Guha'],Result for ['Ranajit Guha']
['Charles G. Hoffmann'],Result for ['Charles G. Hoffmann']
['Maria C. Scott'],Result for ['Maria C. Scott']
['Frank McQuade'],Result for ['Frank McQuade']
['Elissa Barbara Weaver'],Result for ['Elissa Barbara Weaver']
['H. R. Kilbourne'],Result for ['H. R. Kilbourne']
['Alfonso de Salvio'],Result for ['Alfonso de Salvio']
['R. E. A.'],Result for ['R. E. A.']
['Jean Bloch'],Result for ['Jean Bloch']
['Rachel Feldhay Brenner'],Result for ['Rachel Feldhay Brenner']
['Hilary Carnell'],Result for ['Hilary Carnell']
['Michael Temple'],Result for ['Michael Temple']
['Andrew Hilen'],Result for ['Andrew Hilen']
['Barbara Correll'],Result for ['Barbara Correll']
['MICHAEL W. CLUNE'],Result for ['MICHAEL W. CLUNE']
['Mbulelo Vizikhungo Mzamane'],Result for ['Mbulelo Vizikhungo Mzamane']
['Scott Cutler Shershow'],Result for ['Scott Cutler Shershow']
['Paul Gifford'],Result for ['Paul Gifford']
['Charles I. Patterson'],Result for ['Charles I. Patterson']
['H. E. Whittle'],Result for ['H. E. Whittle']
['Anne Berthelot'],Result for ['Anne Berthelot']
['Ben Ramm'],Result for ['Ben Ramm']
['Marion Glasscoe'],Result for ['Marion Glasscoe']
['Maurice Hutt'],Result for ['Maurice Hutt']
['Hoyt N. Duggan'],Result for ['Hoyt N. Duggan']
['DAVID MCINNIS'],Result for ['DAVID MCINNIS']
['Ruth Murphy'],Result for ['Ruth Murphy']
['Julia Reid'],Result for ['Julia Reid']
['Frances Winwar'],Result for ['Frances Winwar']
['Lucy McDiarmid'],Result for ['Lucy McDiarmid']
 charles t carr,Result for  charles t carr
['Horst Ruthrof'],Result for ['Horst Ruthrof']
['Iris Sells'],Result for ['Iris Sells']
['Stefan Seeber'],Result for ['Stefan Seeber']
['David Bennett'],Result for ['David Bennett']
['George Monterio'],Result for ['George Monterio']
['Lane Cooper'],Result for ['Lane Cooper']
['JEFF STRABONE'],Result for ['JEFF STRABONE']
['Jane V. Curran'],Result for ['Jane V. Curran']
['Gaston Hall'],Result for ['Gaston Hall']
['Nadia Al-Bagdadi'],Result for ['Nadia Al-Bagdadi']
['Tom Charlton'],Result for ['Tom Charlton']
['David A. Flory'],Result for ['David A. Flory']
['Ryan McDermott'],Result for ['Ryan McDermott']
['Paul Verrier'],Result for ['Paul Verrier']
['Fabrizio De Donno'],Result for ['Fabrizio De Donno']
['Joe Bray'],Result for ['Joe Bray']
['Edna Rees Williams'],Result for ['Edna Rees Williams']
 martin chalmers,Result for  martin chalmers
['Jennifer Neville'],Result for ['Jennifer Neville']
['Steven Monte'],Result for ['Steven Monte']
['T. M. Holmes'],Result for ['T. M. Holmes']
['Margaret A. Beese'],Result for ['Margaret A. Beese']
 b a wright,Result for  b a wright
['Sarah Spence'],Result for ['Sarah Spence']
['Jordana Rosenberg'],Result for ['Jordana Rosenberg']
['E. G. W. Braunholtz'],Result for ['E. G. W. Braunholtz']
['Margaret Grayson'],Result for ['Margaret Grayson']
['Yoram S. Carmeli'],Result for ['Yoram S. Carmeli']
['Mark Harman'],Result for ['Mark Harman']
['J. E. Gray'],Result for ['J. E. Gray']
['F. Bastian'],Result for ['F. Bastian']
['George V. Bobrinskoy'],Result for ['George V. Bobrinskoy']
['Doris Gunnel'],Result for ['Doris Gunnel']
['Eric Cochrane'],Result for ['Eric Cochrane']
['Ashley J. Cross'],Result for ['Ashley J. Cross']
['Geoffrey Cubbin'],Result for ['Geoffrey Cubbin']
['Thomas B. Rudmose-Brown'],Result for ['Thomas B. Rudmose-Brown']
['Fred S. Tupper'],Result for ['Fred S. Tupper']
['Paul\xa0Allen Anderson'],Result for ['Paul\xa0Allen Anderson']
['T. E. May'],Result for ['T. E. May']
['Brent O. Peterson'],Result for ['Brent O. Peterson']
['D. D. Raphael'],Result for ['D. D. Raphael']
['Agnes Löwenstein'],Result for ['Agnes Löwenstein']
['Linda Bradley Salamon'],Result for ['Linda Bradley Salamon']
['Brigid McKittrick'],Result for ['Brigid McKittrick']
['Russell Weingartner'],Result for ['Russell Weingartner']
['WILL NORMAN'],Result for ['WILL NORMAN']
['Andrew Rabin'],Result for ['Andrew Rabin']
['Paolo Valesio'],Result for ['Paolo Valesio']
['B. G. MacCarthy'],Result for ['B. G. MacCarthy']
['Charles Ryskamp'],Result for ['Charles Ryskamp']
['A. F. Chappell'],Result for ['A. F. Chappell']
['Marie-Anne Hintze'],Result for ['Marie-Anne Hintze']
['Margaret Hastings'],Result for ['Margaret Hastings']
['Alfred J. Wyatt'],Result for ['Alfred J. Wyatt']
['Wendy S. Jones'],Result for ['Wendy S. Jones']
['FRANCIS LENEGHAN'],Result for ['FRANCIS LENEGHAN']
['Charmian Brinson'],Result for ['Charmian Brinson']
 mark bracher,Result for  mark bracher
 earl l griggs,Result for  earl l griggs
['Tony Sharpe'],Result for ['Tony Sharpe']
['Susan Carol Rogers'],Result for ['Susan Carol Rogers']
['Şizen Yiacoup'],Result for ['Şizen Yiacoup']
['Peter Thompson'],Result for ['Peter Thompson']
['James W. Bright'],Result for ['James W. Bright']
['James D. Williams'],Result for ['James D. Williams']
['Geoffrey A. Wright'],Result for ['Geoffrey A. Wright']
['J. H. G. G.'],Result for ['J. H. G. G.']
['J. W. M. Smart'],Result for ['J. W. M. Smart']
['Margaret Connolly'],Result for ['Margaret Connolly']
['Sara Poole'],Result for ['Sara Poole']
['David Groves'],Result for ['David Groves']
['Fernando Ferrara'],Result for ['Fernando Ferrara']
['Helen Finch'],Result for ['Helen Finch']
['Shirley Geok-Lin Lim'],Result for ['Shirley Geok-Lin Lim']
['Roy Wisbey'],Result for ['Roy Wisbey']
['Charles Sears Baldwin'],Result for ['Charles Sears Baldwin']
['Paul J. Korshin'],Result for ['Paul J. Korshin']
['John T. Shawcross'],Result for ['John T. Shawcross']
